Access_No,Title,Authors,Department,Rack_No,Matching_Access_No
5818,Object oriented programming in C++,"Lafore, Robert",Computer Science,N/A,N/A
5819,Object oriented programming in C++,"Lafore, Robert",Information Science,N/A,N/A
582,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5820,Object oriented programming in C++,"Lafore, Robert",Information Science,N/A,N/A
5821,Introduction to artificial neural systems,"Zurada, Jacek M",Electronics,N/A,N/A
5822,Introduction to artificial neural systems,"Zurada, Jacek M",Electronics,N/A,N/A
5823,Introduction to artificial neural systems,"Zurada, Jacek M",Electronics,N/A,N/A
5824,Introduction to artificial neural systems,"Zurada, Jacek M",Electronics,N/A,N/A
5825,Introduction to artificial neural systems,"Zurada, Jacek M",Electronics,N/A,N/A
5826,Introduction to artificial neural systems,"Zurada, Jacek M",Telecommunication,N/A,N/A
5827,Introduction to artificial neural systems,"Zurada, Jacek M",Telecommunication,N/A,N/A
5828,Introduction to artificial neural systems,"Zurada, Jacek M",Telecommunication,N/A,N/A
5829,Introduction to artificial neural systems,"Zurada, Jacek M",Telecommunication,N/A,N/A
583,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5830,Introduction to artificial neural systems,"Zurada, Jacek M",Telecommunication,N/A,N/A
5831,Core Java2,"Hortsmann, Cay S & Cornell, Ga",Computer Science,N/A,N/A
5832,Core Java2,"Hortsmann, Cay S & Cornell, Ga",Computer Science,N/A,N/A
5833,Core Java2,"Hortsmann, Cay S & Cornell, Ga",Computer Science,N/A,N/A
5834,Core Java2,"Hortsmann, Cay S & Cornell, Ga",Information Science,N/A,N/A
5835,Core Java2,"Hortsmann, Cay S & Cornell, Ga",Information Science,N/A,N/A
5836,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Electronics,N/A,N/A
5837,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Electronics,N/A,N/A
5838,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Electronics,N/A,N/A
5839,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Electronics,N/A,N/A
584,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5840,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Electronics,N/A,N/A
5841,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Telecommunication,N/A,N/A
5842,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Telecommunication,N/A,N/A
5843,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Telecommunication,N/A,N/A
5844,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Telecommunication,N/A,N/A
5845,course in electrical and electronic measurements a,"Sawhney, A K & Sawhney, Puneet",Telecommunication,N/A,N/A
5846,Digital communications : Fundamentals and applicat,"Proakis, John G",Electronics,N/A,N/A
5847,text book of electrical estimating specification a,Raghunath Rao M,Electrical,N/A,N/A
5848,Antenna and wave propagation,"Bhatia, Sridhara",Electronics,N/A,N/A
5849,text book of mechanical engineering design-I,"Hegde, Ganesh S",Mechanical,N/A,N/A
585,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5850,Advanced molecular biology,"Twyman, Richard M & Wisen, W",Biotechnology,N/A,N/A
5851,Bio inorganic chemistry,"bertni, Ivano & others",Biotechnology,N/A,N/A
5852,Biotechnology,"Munshi, Meenakshi & Sopory, S ",Biotechnology,N/A,N/A
5853,Instant notes in animal biology,"Jurd, Richard D",Biotechnology,N/A,N/A
5854,Instant notes Biochemistry,"Hames, R D & Hooper, N M",Biotechnology,N/A,N/A
5855,Instant notes in chemistry for biologists,"Fisher, J & Arnold, T R P",Biotechnology,N/A,N/A
5856,Instant notes development biology,"Twyman, R M",Biotechnology,N/A,N/A
5857,Instant notes in immunology,"Lydyard, P M,  Whelase, A & Fa",Biotechnology,N/A,N/A
5858,Instant notes microbiology,"Nicklin, T; Cook, Graeme K & K",Biotechnology,N/A,N/A
5859,Instant notes molecular biology,"Turner, P C & others",Biotechnology,N/A,N/A
586,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5860,Instant notes neuroscience,"Longstaff, A",Biotechnology,N/A,N/A
5861,Instant notes Bioinformatics,"Westhead, David R; Priss, Howa",Biotechnology,N/A,N/A
5862,Instant notes Genetics,"Winter, P C; Hickey, G I & Fle",Biotechnology,N/A,N/A
5863,Photosynthesis,"Lawlor, David W",Biotechnology,N/A,N/A
5864,Trends in fiber optics and optical communications,"Ghatak, A K & others",Biotechnology,N/A,N/A
5865,Karanataka IT Info.Com : Karanataka IT  directory ,City Info Services,General,N/A,N/A
5866,Introduction to Biostatistics : A Manual for Stude,Sunder Rao P S S and Richard J,Biotechnology,N/A,N/A
5867,Introduction to Biostatistics : A Manual for Stude,Sunder Rao P S S and Richard J,Biotechnology,N/A,N/A
5868,Introduction to Biostatistics : A Manual for Stude,Sunder Rao P S S and Richard J,Biotechnology,N/A,N/A
5869,Introduction to Biostatistics : A manual for Stude,Sunder Rao P S S and Richard J,Biotechnology,N/A,N/A
587,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5870,Introduction to Biostatistics : A Manual for Stude,Sunder Rao P S S and Richard J,Biotechnology,N/A,N/A
5871,Introduction to chemical engineering thermodynamic,"Smith, J.M, Ness, H.C.Van & Ab",Biotechnology,N/A,N/A
5872,Introduction to chemical engineering thermodynamic,"Smith, J.M, Ness, H.C.Van & Ab",Biotechnology,N/A,N/A
5873,Introduction to chemical engineering thermodynamic,"Smith, J.M, Ness, H.C.Van & Ab",Biotechnology,N/A,N/A
5874,Introduction to chemical engineering thermodynamic,"Smith, J.M, Ness, H.C.Van & Ab",Biotechnology,N/A,N/A
5875,Introduction to chemical engineering thermodynamic,"Smith, J.M, Ness, H.C.Van & Ab",Biotechnology,N/A,N/A
5876,Textbook of chemical engineering thermodynamics,"Narayanan, K.V",Biotechnology,N/A,N/A
5877,Textbook of chemical engineering thermodynamics,"Narayanan, K.V",Biotechnology,N/A,N/A
5878,Textbook of chemical engineering thermodynamics,"Narayanan, K.V",Biotechnology,N/A,N/A
5879,Textbook of chemical engineering thermodynamics,"Narayanan, K.V",Biotechnology,N/A,N/A
588,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5880,Textbook of Chemical Engineering Thermodynamics,Narayanan K V,Biotechnology,N/A,N/A
5881,Principles of protein structure,"Schulz, G.E & Schirmer, K.H",Biotechnology,N/A,N/A
5882,Principles of protein structure,"Schulz, G.E & Schirmer, K.H",Biotechnology,N/A,N/A
5883,Principles of protein structure,"Schulz, G.E & Schirmer, K.H",Biotechnology,N/A,N/A
5884,Physical chemistry : Applications to biochemistry ,"Freifelder, David",Biotechnology,N/A,N/A
5885,Molecular biology of the cell,"Alberts, Bruce",Biotechnology,N/A,N/A
5886,Molecular Biology,"Freifelder, David",Biotechnology,N/A,N/A
5887,Molecular Biology,"Freifelder, David",Biotechnology,N/A,N/A
5888,Molecular Biology,"Freifelder, David",Biotechnology,N/A,N/A
5889,Molecular Biology,"Freifelder, David",Biotechnology,N/A,N/A
589,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5890,Molecular Biology,"Freifelder, David",Biotechnology,N/A,N/A
5891,Basic principles and calculations in chemical engi,"Himmelblan, David M",Biotechnology,N/A,N/A
5892,Basic principles and calculations in chemical engi,"Himmelblan, David M",Biotechnology,N/A,N/A
5893,Basic principles and calculations in chemical engi,"Himmelblan, David M",Biotechnology,N/A,N/A
5894,Basic principles and calculations in chemical engi,"Himmelblan, David M",Biotechnology,N/A,N/A
5895,Basic principles and calculations in chemical engi,"Himmelblan, David M",Biotechnology,N/A,N/A
5896,Bioprocess engineering basic concepts,"Shuler, Michael L & Kargi, Fik",Biotechnology,N/A,N/A
5897,Bioprocess engineering basic concepts,"Shuler, Michael L & Kargi, Fik",Biotechnology,N/A,N/A
5898,Bioprocess engineering basic concepts,"Shuler, Michael L & Kargi, Fik",Biotechnology,N/A,N/A
5899,Introductory microbiology : studies in biology,"Heritage, J, Evans, E.G.V & Ki",Biotechnology,N/A,N/A
59,Engineering Mathematics - II,"Rudraiah N, Shiva Kumar B S an",Mathematics,N/A,N/A
590,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5900,Introductory microbiology : studies in biology,"Heritage, J, Evans, E.G.V & Ki",Biotechnology,N/A,N/A
5901,Basic biotechnology,"Ratledge, Colin & Kristiansen,",Biotechnology,N/A,N/A
5902,Basic biotechnology,"Ratledge, Colin & Kristiansen,",Biotechnology,N/A,N/A
5903,Molecular cell biology,"Lodish, Harvey et al",Biotechnology,N/A,N/A
5904,Molecular cell biology,"Lodish, Harvey et al",Biotechnology,N/A,N/A
5905,Programming with Pascal and C,"Venugopal, K R & Vimala, H S",Computer Science,N/A,N/A
5906,Programming with Pascal and C,"Venugopal, K R & Vimala, H S",Computer Science,N/A,N/A
5907,Programming with Pascal and C,"Venugopal, K R & Vimala, H S",Information Science,N/A,N/A
5908,"Data structures, algorithms and applications in C+","Sahni, Sartaj",Computer Science,N/A,N/A
5909,"Data structures, algorithms and applications in C+","Sahni, Sartaj",Information Science,N/A,N/A
591,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5910,"Data structures, algorithms and applications in C+","Sahni, Sartaj",Computer Science,N/A,N/A
5911,computational graphics and computer graphics in c+,"lazslo, Michael J",Computer Science,N/A,N/A
5912,computational graphics and computer graphics in c+,"lazslo, Michael J",Computer Science,N/A,N/A
5913,computational graphics and computer graphics in c+,"lazslo, Michael J",Computer Science,N/A,N/A
5914,computational graphics and computer graphics in c+,"lazslo, Michael J",Computer Science,N/A,N/A
5915,computational graphics and computer graphics in c+,"lazslo, Michael J",Information Science,N/A,N/A
5916,computational graphics and computer graphics in c+,"lazslo, Michael J",Information Science,N/A,N/A
5917,computational graphics and computer graphics in c+,"lazslo, Michael J",Information Science,N/A,N/A
5918,computational graphics and computer graphics in c+,"lazslo, Michael J",Information Science,N/A,N/A
5919,computational graphics and computer graphics in c+,"lazslo, Michael J",Information Science,N/A,N/A
592,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5920,computational graphics and computer graphics in c+,"lazslo, Michael J",Computer Science,N/A,N/A
5921,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Computer Science,N/A,N/A
5922,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Computer Science,N/A,N/A
5923,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Computer Science,N/A,N/A
5924,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Computer Science,N/A,N/A
5925,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Computer Science,N/A,N/A
5926,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Computer Science,N/A,N/A
5927,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Information Science,N/A,N/A
5928,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Information Science,N/A,N/A
5929,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Computer Science,N/A,N/A
593,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5930,Management in engineering : principles and practic,"Bell,gail freeman & Balkwill,j",Information Science,N/A,N/A
5931,Introduction to robotics,"Craig, John J",Electronics,N/A,N/A
5932,Introduction to robotics,"Craig, John J",Electronics,N/A,N/A
5933,Introduction to robotics,"Craig, John J",Electronics,N/A,N/A
5934,Introduction to robotics,"Craig, John J",Electronics,N/A,N/A
5935,Introduction to robotics,"Craig, John J",Electronics,N/A,N/A
5936,Introduction to robotics,"Craig, John J",Telecommunication,N/A,N/A
5937,Introduction to robotics,"Craig, John J",Telecommunication,N/A,N/A
5938,Introduction to robotics,"Craig, John J",Telecommunication,N/A,N/A
5939,Introduction to robotics,"Craig, John J",Telecommunication,N/A,N/A
594,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5940,Introduction to robotics,"Craig, John J",Telecommunication,N/A,N/A
5941,Fundamentals of robotics,"Schilling, Robert J",Electronics,N/A,N/A
5942,Fundamentals of robotics,"Schilling, Robert J",Telecommunication,N/A,N/A
5943,Fundamentals of robotics,"Schilling, Robert J",Telecommunication,N/A,N/A
5944,Fundamentals of robotics,"Schilling, Robert J",Electronics,N/A,N/A
5945,Fundamentals of robotics,"Schilling, Robert J",Electronics,N/A,N/A
5946,Fundamentals of robotics,"Schilling, Robert J",Electronics,N/A,N/A
5947,Fundamentals of robotics,"Schilling, Robert J",Telecommunication,N/A,N/A
5948,Fundamentals of robotics,"Schilling, Robert J",Telecommunication,N/A,N/A
5949,Fundamentals of robotics,"Schilling, Robert J",Telecommunication,N/A,N/A
595,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5950,Fundamentals of robotics,"Schilling, Robert J",Electronics,N/A,N/A
5951,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Electronics,N/A,N/A
5952,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Electronics,N/A,N/A
5953,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Electronics,N/A,N/A
5954,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Telecommunication,N/A,N/A
5955,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Electronics,N/A,N/A
5956,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Electronics,N/A,N/A
5957,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Electronics,N/A,N/A
5958,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Telecommunication,N/A,N/A
5959,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Telecommunication,N/A,N/A
596,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5960,Robotics,"Fu, K. S. Gonzalez and Lee C. ",Telecommunication,N/A,N/A
5961,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Computer Science,N/A,N/A
5962,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Computer Science,N/A,N/A
5963,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Computer Science,N/A,N/A
5964,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Information Science,N/A,N/A
5965,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Computer Science,N/A,N/A
5966,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Computer Science,N/A,N/A
5967,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Computer Science,N/A,N/A
5968,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Information Science,N/A,N/A
5969,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Information Science,N/A,N/A
597,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5970,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Information Science,N/A,N/A
5971,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Computer Science,N/A,N/A
5972,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Computer Science,N/A,N/A
5973,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Computer Science,N/A,N/A
5974,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Computer Science,N/A,N/A
5975,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Computer Science,N/A,N/A
5976,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Information Science,N/A,N/A
5977,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Information Science,N/A,N/A
5978,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Information Science,N/A,N/A
5979,Oracle 8i Data Warehousing,"Corey Michael, Michael Abbey, ",Information Science,N/A,N/A
598,A text book  of mechanical engineering science,"Gopalakrishna, K.R.",Mechanical,N/A,N/A
5980,Oracle 8i data warehousing,"Corey Michael, Michael Abbey, ",Computer Science,N/A,N/A
5981,Concepts of Nuclear physics,"Cohen, Bernard L",Physics,N/A,N/A
5982,Concepts of Nuclear physics,"Cohen, Bernard L",Physics,N/A,N/A
5983,Concepts of Nuclear physics,"Cohen, Bernard L",Physics,N/A,N/A
5984,Concepts of Nuclear physics,"Cohen, Bernard L",Physics,N/A,N/A
5985,Concepts of Nuclear physics,"Cohen, Bernard L",Physics,N/A,N/A
5986,Frontiers of electronic commerce,"Kalkata, Ravi & Whinston, Andr",Computer Science,N/A,N/A
5987,Frontiers of electronic commerce,"Kalkata, Ravi & Whinston, Andr",Computer Science,N/A,N/A
5988,Frontiers of electronic commerce,"Kalkata, Ravi & Whinston, Andr",Computer Science,N/A,N/A
5989,Frontiers of electronic commerce,"Kalkata, Ravi & Whinston, Andr",Computer Science,N/A,N/A
